,Hydride Length,Material Orientation,Hydride Volume Fraction,Hydride Orientation,Hydride Spacing,Strain,Gumbel Mu,Gumbel Beta,Known Crack Strain
1095,1.3333333333333337e-05,30,15,30,7.500000000000001e-06,4.25,713216765.2563334,13007074.623563245,1.2495
1096,1.3333333333333337e-05,30,15,30,7.500000000000001e-06,4.5,723746175.2544725,12085835.274946775,1.2495
1097,1.3333333333333337e-05,30,15,30,7.500000000000001e-06,4.75,732956593.6287827,11247459.22041845,1.2495
1098,1.3333333333333337e-05,30,15,30,7.500000000000001e-06,5.0,741104809.1894817,10627734.574438855,1.2495
1099,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,0.25,197263837.33568114,4049924.575242201,1.15875
1100,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,0.5,394199946.2007872,8086558.200762925,1.15875
1101,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,0.75,523033345.00217366,7067656.865156247,1.15875
1102,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,1.0,592204223.5009469,6836162.051410716,1.15875
1103,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,1.25,629991341.2719607,7029807.567418609,1.15875
1104,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,1.5,646191383.547584,7841891.198077494,1.15875
1105,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,1.75,669071094.7112939,8547085.817545235,1.15875
1106,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,2.0,693689804.0741675,8899219.759515345,1.15875
1107,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,2.25,715742095.1460023,8877235.887689874,1.15875
1108,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,2.5,734581978.6510196,8727774.092062613,1.15875
1109,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,2.75,750308186.1647854,8477638.192659387,1.15875
1110,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,3.0,762909296.2035383,8515703.3979674,1.15875
1111,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,3.25,772938399.5614877,8790150.270171642,1.15875
1112,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,3.5,781121335.1607614,8915669.486797899,1.15875
1113,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,3.75,787531083.2691497,8953382.481019761,1.15875
1114,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,4.0,792753707.0627884,8916258.623072006,1.15875
1115,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,4.25,797065180.3486941,8805235.179214545,1.15875
1116,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,4.5,800462171.7707599,8616905.477638919,1.15875
1117,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,4.75,803397978.762603,8570318.234545387,1.15875
1118,1.3333333333333337e-05,30,15,90,7.500000000000001e-06,5.0,806662285.7634363,9555292.874031393,1.15875
1119,3e-05,30,15,90,7.500000000000001e-06,0.25,232395414.39185965,6315825.615059508,1.074
1120,3e-05,30,15,90,7.500000000000001e-06,0.5,460845607.20644915,10493295.660706723,1.074
1121,3e-05,30,15,90,7.500000000000001e-06,0.75,549514293.6838965,9038790.26739059,1.074
1122,3e-05,30,15,90,7.500000000000001e-06,1.0,614842822.0251727,8083158.636954474,1.074
1123,3e-05,30,15,90,7.500000000000001e-06,1.25,646618315.8162165,7672210.058609551,1.074
1124,3e-05,30,15,90,7.500000000000001e-06,1.5,669266012.1953403,9536780.990235595,1.074
1125,3e-05,30,15,90,7.500000000000001e-06,1.75,695575583.1358163,10402959.437116694,1.074
1126,3e-05,30,15,90,7.500000000000001e-06,2.0,718415702.4148881,10436843.739447134,1.074
1127,3e-05,30,15,90,7.500000000000001e-06,2.25,737245675.2516079,10216150.262199642,1.074
1128,3e-05,30,15,90,7.500000000000001e-06,2.5,752191374.5780592,9675647.130679714,1.074
1129,3e-05,30,15,90,7.500000000000001e-06,2.75,763295532.4022064,9115457.00841842,1.074
1130,3e-05,30,15,90,7.500000000000001e-06,3.0,771560229.8397775,8670203.060887203,1.074
1131,3e-05,30,15,90,7.500000000000001e-06,3.25,777872722.4279499,8278639.202430069,1.074
1132,3e-05,30,15,90,7.500000000000001e-06,3.5,783042991.1847256,7979505.228372732,1.074
1133,3e-05,30,15,90,7.500000000000001e-06,3.75,787247944.335329,7672367.353685696,1.074
1134,3e-05,30,15,90,7.500000000000001e-06,4.0,790852970.8796949,7380170.532707516,1.074
1135,3e-05,30,15,90,7.500000000000001e-06,4.25,793885791.4003534,7289562.978634688,1.074
1136,3e-05,30,15,90,7.500000000000001e-06,4.5,796520947.5541936,7358311.200577689,1.074
1137,3e-05,30,15,90,7.500000000000001e-06,4.75,799050486.7256651,7591270.510881871,1.074
1138,3e-05,30,15,90,7.500000000000001e-06,5.0,801463000.5420659,8827486.790529694,1.074
1139,3e-05,30,5,90,7.500000000000001e-06,0.25,224176674.48568818,8459607.00091967,1.59275
1140,3e-05,30,5,90,7.500000000000001e-06,0.5,445104282.3580216,15803311.71810128,1.59275
1141,3e-05,30,5,90,7.500000000000001e-06,0.75,532709941.08542275,15554502.24636298,1.59275
1142,3e-05,30,5,90,7.500000000000001e-06,1.0,596992602.5771916,15954568.820890488,1.59275
1143,3e-05,30,5,90,7.500000000000001e-06,1.25,629669085.1527679,14463814.848241074,1.59275
1144,3e-05,30,5,90,7.500000000000001e-06,1.5,651930342.5012507,11510772.735385,1.59275
1145,3e-05,30,5,90,7.500000000000001e-06,1.75,678117187.5349879,12279974.321063763,1.59275
1146,3e-05,30,5,90,7.500000000000001e-06,2.0,700319369.6156942,12938736.916302498,1.59275
1147,3e-05,30,5,90,7.500000000000001e-06,2.25,719125396.0169246,13141029.999106307,1.59275
1148,3e-05,30,5,90,7.500000000000001e-06,2.5,734590591.4550638,12744901.179803545,1.59275
1149,3e-05,30,5,90,7.500000000000001e-06,2.75,746105824.2157809,11976437.876990544,1.59275
1150,3e-05,30,5,90,7.500000000000001e-06,3.0,754796222.8577135,11116247.322611736,1.59275
1151,3e-05,30,5,90,7.500000000000001e-06,3.25,761364016.5998206,10454981.019203648,1.59275
1152,3e-05,30,5,90,7.500000000000001e-06,3.5,766523690.8794258,9889097.599649815,1.59275
1153,3e-05,30,5,90,7.500000000000001e-06,3.75,770831433.4726124,9361741.23075774,1.59275
1154,3e-05,30,5,90,7.500000000000001e-06,4.0,774606886.1843517,8727397.251059357,1.59275
1155,3e-05,30,5,90,7.500000000000001e-06,4.25,777996533.5918539,8042254.09602939,1.59275
1156,3e-05,30,5,90,7.500000000000001e-06,4.5,780817495.5985209,7656543.356957642,1.59275
1157,3e-05,30,5,90,7.500000000000001e-06,4.75,783434155.5937014,7535685.173525607,1.59275
1158,3e-05,30,5,90,7.500000000000001e-06,5.0,785974155.7439647,7649038.535670778,1.59275
1159,3e-05,90,5,90,7.500000000000001e-06,0.25,170724498.47301787,5847838.523575075,4.104
1160,3e-05,90,5,90,7.500000000000001e-06,0.5,337573173.8399196,11223015.242389651,4.104
1161,3e-05,90,5,90,7.500000000000001e-06,0.75,386390171.09499836,23256776.09644956,4.104
1162,3e-05,90,5,90,7.500000000000001e-06,1.0,445319055.6987817,29859634.076537855,4.104
1163,3e-05,90,5,90,7.500000000000001e-06,1.25,531669127.04866916,21693633.070535462,4.104
1164,3e-05,90,5,90,7.500000000000001e-06,1.5,610513118.7065707,10338503.533808034,4.104
1165,3e-05,90,5,90,7.500000000000001e-06,1.75,643027310.5570431,8723028.470345309,4.104
1166,3e-05,90,5,90,7.500000000000001e-06,2.0,658077132.9725618,10041648.560409136,4.104
1167,3e-05,90,5,90,7.500000000000001e-06,2.25,671741353.3108147,13151112.352181628,4.104
1168,3e-05,90,5,90,7.500000000000001e-06,2.5,682574862.9580395,16819177.053083763,4.104
1169,3e-05,90,5,90,7.500000000000001e-06,2.75,688611413.3986964,18120823.704686172,4.104
1170,3e-05,90,5,90,7.500000000000001e-06,3.0,694538127.1401498,19247424.771345686,4.104
1171,3e-05,90,5,90,7.500000000000001e-06,3.25,701422835.369201,18920789.65448632,4.104
1172,3e-05,90,5,90,7.500000000000001e-06,3.5,708849710.12762,19831217.393065266,4.104
1173,3e-05,90,5,90,7.500000000000001e-06,3.75,713760590.0989366,21109493.130141523,4.104
1174,3e-05,90,5,90,7.500000000000001e-06,4.0,715704488.8586745,19916856.33875262,4.104
1175,3e-05,90,5,90,7.500000000000001e-06,4.25,717719697.9308113,19553605.641254492,4.104
1176,3e-05,90,5,90,7.500000000000001e-06,4.5,720727360.5955634,20605639.660589475,4.104
1177,3e-05,90,5,90,7.500000000000001e-06,4.75,723334332.8996542,21473063.901689485,4.104
1178,3e-05,90,5,90,7.500000000000001e-06,5.0,727193969.6379349,23773368.96521239,4.104
1179,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,0.25,133827843.45576403,4366681.0557973385,1.17925
1180,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,0.5,267530174.11326653,8734170.566083,1.17925
1181,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,0.75,400202050.6345371,12679475.609647762,1.17925
1182,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,1.0,496175438.44047964,12203727.597477103,1.17925
1183,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,1.25,551732519.5356386,13817106.003139392,1.17925
1184,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,1.5,597652990.1939068,15914470.381447528,1.17925
1185,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,1.75,639075690.7575623,16797263.478258256,1.17925
1186,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,2.0,674202084.2675874,17052557.25625101,1.17925
1187,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,2.25,703470763.8636837,17116248.631816808,1.17925
1188,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,2.5,728571268.343638,17039216.415649954,1.17925
1189,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,2.75,751389075.4075191,17028616.96326329,1.17925
1190,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,3.0,772637304.0076809,16919600.758330774,1.17925
1191,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,3.25,792540508.0040902,16787407.275980115,1.17925
1192,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,3.5,811103205.111607,16613456.563269513,1.17925
1193,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,3.75,828091532.9118935,16524441.164747138,1.17925
1194,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,4.0,843485131.7075508,16492797.772202212,1.17925
1195,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,4.25,857078095.7114614,16676007.867813494,1.17925
1196,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,4.5,869633304.3317692,16931016.476445675,1.17925
1197,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,4.75,881021833.3589082,17354085.76383099,1.17925
1198,2.1666666666666667e-05,30,20,60,5.000000000000001e-06,5.0,891593362.4389911,18085788.373777013,1.17925
1199,5e-06,30,20,60,5.000000000000001e-06,0.25,127373020.5876752,3949364.00913055,1.20575
1200,5e-06,30,20,60,5.000000000000001e-06,0.5,254531949.22641283,7898537.864405056,1.20575
1201,5e-06,30,20,60,5.000000000000001e-06,0.75,381139973.1268935,11694589.306406716,1.20575
1202,5e-06,30,20,60,5.000000000000001e-06,1.0,479741586.7634115,12308106.752108226,1.20575
1203,5e-06,30,20,60,5.000000000000001e-06,1.25,527712518.4916126,12917536.890691051,1.20575
1204,5e-06,30,20,60,5.000000000000001e-06,1.5,566267243.483685,14993243.56999823,1.20575
1205,5e-06,30,20,60,5.000000000000001e-06,1.75,603727158.2753097,16144166.938717427,1.20575
1206,5e-06,30,20,60,5.000000000000001e-06,2.0,636861425.322271,16609151.02427301,1.20575
1207,5e-06,30,20,60,5.000000000000001e-06,2.25,665414115.8809776,16871648.2062909,1.20575
1208,5e-06,30,20,60,5.000000000000001e-06,2.5,689791028.505141,17025414.38634038,1.20575
1209,5e-06,30,20,60,5.000000000000001e-06,2.75,710606868.3310348,17193680.20245118,1.20575
1210,5e-06,30,20,60,5.000000000000001e-06,3.0,728796051.3808613,17411914.15201127,1.20575
1211,5e-06,30,20,60,5.000000000000001e-06,3.25,744929182.2746375,17712918.388625726,1.20575
1212,5e-06,30,20,60,5.000000000000001e-06,3.5,759253030.7371136,17921679.99840677,1.20575
1213,5e-06,30,20,60,5.000000000000001e-06,3.75,771858915.118116,17961997.120499562,1.20575
1214,5e-06,30,20,60,5.000000000000001e-06,4.0,782944468.7798231,18008740.985947695,1.20575
1215,5e-06,30,20,60,5.000000000000001e-06,4.25,793376002.008739,18064514.000951305,1.20575
1216,5e-06,30,20,60,5.000000000000001e-06,4.5,802860467.7049042,18280210.80703611,1.20575
1217,5e-06,30,20,60,5.000000000000001e-06,4.75,810837294.8647158,18618668.15067295,1.20575
1218,5e-06,30,20,60,5.000000000000001e-06,5.0,817978757.4373555,19907229.408673417,1.20575
1219,5e-06,30,10,60,5.000000000000001e-06,0.25,113961731.06495145,3050898.3887903197,0.922
1220,5e-06,30,10,60,5.000000000000001e-06,0.5,227730224.35264766,6093078.112815427,0.922
1221,5e-06,30,10,60,5.000000000000001e-06,0.75,341122629.22835386,9116071.23295071,0.922
1222,5e-06,30,10,60,5.000000000000001e-06,1.0,446604144.7481628,10216984.371716458,0.922
1223,5e-06,30,10,60,5.000000000000001e-06,1.25,499900481.0086404,11155785.389317913,0.922
1224,5e-06,30,10,60,5.000000000000001e-06,1.5,531325662.2582556,12328837.697336137,0.922
1225,5e-06,30,10,60,5.000000000000001e-06,1.75,565462208.6233747,13571800.372214047,0.922
1226,5e-06,30,10,60,5.000000000000001e-06,2.0,599343457.8968928,14476670.580300918,0.922
1227,5e-06,30,10,60,5.000000000000001e-06,2.25,629016396.2045468,14984348.254022785,0.922
1228,5e-06,30,10,60,5.000000000000001e-06,2.5,654109033.0585022,15438904.156801036,0.922
1229,5e-06,30,10,60,5.000000000000001e-06,2.75,675379961.5596299,15771025.214149319,0.922
1230,5e-06,30,10,60,5.000000000000001e-06,3.0,693526163.9357194,15906100.821222547,0.922
1231,5e-06,30,10,60,5.000000000000001e-06,3.25,709761529.9177554,16007003.159877628,0.922
1232,5e-06,30,10,60,5.000000000000001e-06,3.5,725224092.3899567,15947244.468312893,0.922
1233,5e-06,30,10,60,5.000000000000001e-06,3.75,739739676.0179644,15866184.730069932,0.922
1234,5e-06,30,10,60,5.000000000000001e-06,4.0,753227824.8880216,15785247.411714677,0.922
1235,5e-06,30,10,60,5.000000000000001e-06,4.25,765948575.6812828,15796206.145661939,0.922
1236,5e-06,30,10,60,5.000000000000001e-06,4.5,777124969.5776554,16145657.71403952,0.922
1237,5e-06,30,10,60,5.000000000000001e-06,4.75,786958949.6971769,16421975.978675265,0.922
1238,5e-06,30,10,60,5.000000000000001e-06,5.0,795344724.5973581,16659219.346496725,0.922
1239,5e-06,90,10,60,5.000000000000001e-06,0.25,132845380.7469374,5257727.166459341,2.70425
1240,5e-06,90,10,60,5.000000000000001e-06,0.5,265523063.03415978,10519901.387307609,2.70425
1241,5e-06,90,10,60,5.000000000000001e-06,0.75,397472536.19818115,15799266.961443208,2.70425
1242,5e-06,90,10,60,5.000000000000001e-06,1.0,510631410.28914106,18424029.808206216,2.70425
1243,5e-06,90,10,60,5.000000000000001e-06,1.25,592399643.7460508,11439160.276721127,2.70425
1244,5e-06,90,10,60,5.000000000000001e-06,1.5,644154554.356382,6580744.057868412,2.70425
1245,5e-06,90,10,60,5.000000000000001e-06,1.75,657240201.2467015,7584267.418083676,2.70425
1246,5e-06,90,10,60,5.000000000000001e-06,2.0,673108252.3479353,10882927.904866792,2.70425
1247,5e-06,90,10,60,5.000000000000001e-06,2.25,688439202.4957199,14341519.02356561,2.70425
1248,5e-06,90,10,60,5.000000000000001e-06,2.5,699247139.3487866,18164149.961165227,2.70425
1249,5e-06,90,10,60,5.000000000000001e-06,2.75,707489825.0114021,22203134.73340861,2.70425
1250,5e-06,90,10,60,5.000000000000001e-06,3.0,714873254.9908593,24259458.131719854,2.70425
1251,5e-06,90,10,60,5.000000000000001e-06,3.25,720933697.1685263,25556826.838068753,2.70425
1252,5e-06,90,10,60,5.000000000000001e-06,3.5,728549365.3697717,26767452.56689734,2.70425
1253,5e-06,90,10,60,5.000000000000001e-06,3.75,737621546.6444144,27084875.009208538,2.70425
1254,5e-06,90,10,60,5.000000000000001e-06,4.0,744457171.2826217,28514564.68395584,2.70425
1255,5e-06,90,10,60,5.000000000000001e-06,4.25,748185813.1808034,31082101.817136124,2.70425
1256,5e-06,90,10,60,5.000000000000001e-06,4.5,753716078.8473406,31573987.362594392,2.70425
1257,5e-06,90,10,60,5.000000000000001e-06,4.75,760958525.9912987,33187495.31047427,2.70425
1258,5e-06,90,10,60,5.000000000000001e-06,5.0,768950416.1458433,34209366.80521401,2.70425
1259,5e-06,90,10,60,1e-05,0.25,133781856.29363227,3898803.5906973295,3.761
1260,5e-06,90,10,60,1e-05,0.5,267399900.8076355,7790433.037986251,3.761
1261,5e-06,90,10,60,1e-05,0.75,399993117.41507506,11784620.795700142,3.761
1262,5e-06,90,10,60,1e-05,1.0,518486456.50472414,13338220.57077485,3.761
1263,5e-06,90,10,60,1e-05,1.25,602381132.3921736,9415907.98114993,3.761
1264,5e-06,90,10,60,1e-05,1.5,645840703.9294007,6849029.091718841,3.761
1265,5e-06,90,10,60,1e-05,1.75,656706690.6637554,7416198.349034885,3.761
1266,5e-06,90,10,60,1e-05,2.0,666987609.2406912,8837968.445943773,3.761
1267,5e-06,90,10,60,1e-05,2.25,676620122.0886567,11033626.36164144,3.761
1268,5e-06,90,10,60,1e-05,2.5,686687344.2853153,13572136.50997589,3.761
1269,5e-06,90,10,60,1e-05,2.75,696855922.3619837,16949870.63398332,3.761
1270,5e-06,90,10,60,1e-05,3.0,704466767.4944088,19676635.391331874,3.761
1271,5e-06,90,10,60,1e-05,3.25,709527811.8466902,20886063.745062366,3.761
1272,5e-06,90,10,60,1e-05,3.5,715890429.8050944,21987158.35010624,3.761
1273,5e-06,90,10,60,1e-05,3.75,723762943.0303776,23259900.3214683,3.761
1274,5e-06,90,10,60,1e-05,4.0,732065267.5467749,24995989.829769354,3.761
1275,5e-06,90,10,60,1e-05,4.25,741532210.6484959,26180769.908331912,3.761
1276,5e-06,90,10,60,1e-05,4.5,749559747.9508383,27765410.56576654,3.761
1277,5e-06,90,10,60,1e-05,4.75,756933488.9124897,30660565.661497656,3.761
1278,5e-06,90,10,60,1e-05,5.0,764411058.7725298,33447035.25835055,3.761
1279,5e-06,0,20,60,7.500000000000001e-06,0.25,152827877.7145165,4643254.277022272,0.841
1280,5e-06,0,20,60,7.500000000000001e-06,0.5,305386100.631127,9289324.45028479,0.841
1281,5e-06,0,20,60,7.500000000000001e-06,0.75,457499537.6841756,13880823.086973272,0.841
1282,5e-06,0,20,60,7.500000000000001e-06,1.0,577183783.3460728,12744479.595164925,0.841
1283,5e-06,0,20,60,7.500000000000001e-06,1.25,636189972.9420806,14769199.676964313,0.841
1284,5e-06,0,20,60,7.500000000000001e-06,1.5,682628749.463682,18179870.21423417,0.841
1285,5e-06,0,20,60,7.500000000000001e-06,1.75,724310696.609458,20674587.83361847,0.841
1286,5e-06,0,20,60,7.500000000000001e-06,2.0,761642087.5757484,22849936.722418085,0.841
1287,5e-06,0,20,60,7.500000000000001e-06,2.25,797157824.6113942,24690386.396796595,0.841
1288,5e-06,0,20,60,7.500000000000001e-06,2.5,830424345.8808453,26428735.853251003,0.841
1289,5e-06,0,20,60,7.500000000000001e-06,2.75,861513582.9866173,28172435.57870961,0.841
1290,5e-06,0,20,60,7.500000000000001e-06,3.0,890863061.4805038,29719863.109387543,0.841
1291,5e-06,0,20,60,7.500000000000001e-06,3.25,918308239.8534466,31031296.885570146,0.841
1292,5e-06,0,20,60,7.500000000000001e-06,3.5,943690612.6936885,32002672.940811887,0.841
1293,5e-06,0,20,60,7.500000000000001e-06,3.75,966946498.5956306,32752357.13020036,0.841
1294,5e-06,0,20,60,7.500000000000001e-06,4.0,988140365.315768,33374872.393935204,0.841
1295,5e-06,0,20,60,7.500000000000001e-06,4.25,1007540211.0840611,33963869.136107445,0.841
1296,5e-06,0,20,60,7.500000000000001e-06,4.5,1025581451.588755,34444122.34719019,0.841
1297,5e-06,0,20,60,7.500000000000001e-06,4.75,1042432673.4976075,34970306.828329176,0.841
1298,5e-06,0,20,60,2.5e-06,0.25,148558388.95075393,3411278.334699888,0.901
1299,5e-06,0,20,60,2.5e-06,0.5,297006391.5863492,6836656.6638782425,0.901
1300,5e-06,0,20,60,2.5e-06,0.75,445203567.3916685,10259202.419299636,0.901
1301,5e-06,0,20,60,2.5e-06,1.0,587065790.8429995,13814723.85965266,0.901
1302,5e-06,0,20,60,2.5e-06,1.25,665450406.1668495,16515437.434264198,0.901
1303,5e-06,0,20,60,2.5e-06,1.5,720051746.511174,19552152.445934586,0.901
1304,5e-06,0,20,60,2.5e-06,1.75,765234270.3836889,21533541.263830103,0.901
1305,5e-06,0,20,60,2.5e-06,2.0,804251648.3276448,23339402.7069278,0.901
1306,5e-06,0,20,60,2.5e-06,2.25,838877236.1076307,24720110.7796008,0.901
1307,5e-06,0,20,60,2.5e-06,2.5,869541471.4686912,25763549.616120495,0.901
1308,5e-06,0,20,60,2.5e-06,2.75,896341389.0987952,26882006.351184376,0.901
1309,5e-06,0,20,60,2.5e-06,3.0,920454423.6330658,27720597.392440222,0.901
1310,5e-06,0,20,60,2.5e-06,3.25,942266505.7670728,28513557.94850324,0.901
1311,5e-06,0,20,60,2.5e-06,3.5,961854163.2059586,29331506.201441117,0.901
1312,5e-06,0,20,60,2.5e-06,3.75,980001964.0621202,29806247.838001195,0.901
1313,5e-06,0,20,60,2.5e-06,4.0,996764693.0016332,30354168.022638395,0.901
1314,5e-06,0,20,60,2.5e-06,4.25,1012777893.9224589,30668354.173815206,0.901
1315,5e-06,0,20,60,2.5e-06,4.5,1028033241.1058617,30901098.479259975,0.901
1316,5e-06,0,20,60,2.5e-06,4.75,1042729711.4729371,31233638.372002188,0.901
1317,5e-06,0,20,60,2.5e-06,5.0,1057533137.476526,31421584.363851916,0.901
1318,5e-06,60,20,60,2.5e-06,0.25,136987384.95341772,3463793.9778269464,1.0525
1319,5e-06,60,20,60,2.5e-06,0.5,273749028.0940926,6938321.795431307,1.0525
1320,5e-06,60,20,60,2.5e-06,0.75,410093060.83830404,10359025.681213036,1.0525
1321,5e-06,60,20,60,2.5e-06,1.0,543583874.4697692,12021763.85177643,1.0525
1322,5e-06,60,20,60,2.5e-06,1.25,627778827.8056014,11283979.946637148,1.0525
1323,5e-06,60,20,60,2.5e-06,1.5,655992677.8472264,10204141.87733476,1.0525
1324,5e-06,60,20,60,2.5e-06,1.75,671397111.281219,9525670.263852185,1.0525
1325,5e-06,60,20,60,2.5e-06,2.0,682568757.8861684,10829308.82369041,1.0525
1326,5e-06,60,20,60,2.5e-06,2.25,697027769.708139,15246923.712258236,1.0525
1327,5e-06,60,20,60,2.5e-06,2.5,711110029.2737225,20735447.788156122,1.0525
1328,5e-06,60,20,60,2.5e-06,2.75,725059788.2254336,26980482.793806132,1.0525
1329,5e-06,60,20,60,2.5e-06,3.0,736948601.4149337,33339376.185216457,1.0525
1330,5e-06,60,20,60,2.5e-06,3.25,747338125.7483923,39020960.542090714,1.0525
1331,5e-06,60,20,60,2.5e-06,3.5,758305357.3971713,43540964.13029161,1.0525
1332,5e-06,60,20,60,2.5e-06,3.75,767682061.6322812,47236496.907292575,1.0525
1333,5e-06,60,20,60,2.5e-06,4.0,777557852.7659929,50208913.41656074,1.0525
1334,5e-06,60,20,60,2.5e-06,4.25,785105528.9123647,54057092.39159366,1.0525
1335,5e-06,60,20,60,2.5e-06,4.5,793639109.8521851,57757482.68979758,1.0525
1336,5e-06,60,20,60,2.5e-06,4.75,799189503.182383,60720306.993187234,1.0525
1337,5e-06,60,20,60,2.5e-06,5.0,806156518.0059097,62775265.08748326,1.0525
1338,5e-06,60,10,60,2.5e-06,0.25,127073560.06051546,3511156.798452017,1.03475
1339,5e-06,60,10,60,2.5e-06,0.5,253949960.0211388,6998621.641850442,1.03475
1340,5e-06,60,10,60,2.5e-06,0.75,380448343.1169075,10444306.269240813,1.03475
1341,5e-06,60,10,60,2.5e-06,1.0,506183775.54237306,13581202.060094202,1.03475
1342,5e-06,60,10,60,2.5e-06,1.25,610967888.7608697,17091788.89830685,1.03475
1343,5e-06,60,10,60,2.5e-06,1.5,657182333.6547761,12131985.523410935,1.03475
1344,5e-06,60,10,60,2.5e-06,1.75,677392878.8650424,11418698.523599727,1.03475
1345,5e-06,60,10,60,2.5e-06,2.0,681234146.1080534,12955171.26086985,1.03475
1346,5e-06,60,10,60,2.5e-06,2.25,683327768.0405107,17083485.61945933,1.03475
1347,5e-06,60,10,60,2.5e-06,2.5,688033591.73952,23624219.70662208,1.03475
1348,5e-06,60,10,60,2.5e-06,2.75,694989133.0125562,30191615.232285246,1.03475
1349,5e-06,60,10,60,2.5e-06,3.0,703545452.1455058,36261384.15009695,1.03475
1350,5e-06,60,10,60,2.5e-06,3.25,713203786.8957944,42092690.50996913,1.03475
1351,5e-06,60,10,60,2.5e-06,3.5,721487615.2164592,46459918.46009812,1.03475
1352,5e-06,60,10,60,2.5e-06,3.75,730645831.1516315,50394683.78023602,1.03475
1353,5e-06,60,10,60,2.5e-06,4.0,737309876.7579405,54827056.911014795,1.03475
1354,5e-06,60,10,60,2.5e-06,4.25,745606986.4556382,60152937.98779644,1.03475
1355,5e-06,60,10,60,2.5e-06,4.5,754334918.7107587,63031953.73734036,1.03475
1356,5e-06,60,10,60,2.5e-06,4.75,760309674.9047353,65826504.23863439,1.03475
1357,5e-06,60,10,60,2.5e-06,5.0,765532360.6990618,67224323.88754198,1.03475
1358,2.1666666666666667e-05,60,10,60,2.5e-06,0.25,135401890.24138752,3738543.933797348,1.118
1359,2.1666666666666667e-05,60,10,60,2.5e-06,0.5,270665952.8020886,7490162.611104984,1.118
1360,2.1666666666666667e-05,60,10,60,2.5e-06,0.75,405651119.22280383,11249985.030072853,1.118
1361,2.1666666666666667e-05,60,10,60,2.5e-06,1.0,535528674.5178735,14279324.594351444,1.118
1362,2.1666666666666667e-05,60,10,60,2.5e-06,1.25,623961513.8390006,14161983.412564222,1.118
1363,2.1666666666666667e-05,60,10,60,2.5e-06,1.5,683146284.7116892,13736389.15704711,1.118
1364,2.1666666666666667e-05,60,10,60,2.5e-06,1.75,724480133.8852875,14008638.878882565,1.118
1365,2.1666666666666667e-05,60,10,60,2.5e-06,2.0,734057975.3610344,14594163.729545295,1.118
1366,2.1666666666666667e-05,60,10,60,2.5e-06,2.25,742926764.237653,20208876.69528616,1.118
1367,2.1666666666666667e-05,60,10,60,2.5e-06,2.5,753658169.6880658,28266639.779689036,1.118
1368,2.1666666666666667e-05,60,10,60,2.5e-06,2.75,765155820.0000117,35585303.75200629,1.118
1369,2.1666666666666667e-05,60,10,60,2.5e-06,3.0,777379690.8752303,40950067.02237504,1.118
1370,2.1666666666666667e-05,60,10,60,2.5e-06,3.25,789075297.8494318,45521592.41858795,1.118
1371,2.1666666666666667e-05,60,10,60,2.5e-06,3.5,800808051.3861308,49285998.87188153,1.118
1372,2.1666666666666667e-05,60,10,60,2.5e-06,3.75,809903809.9523249,53320001.58028903,1.118
1373,2.1666666666666667e-05,60,10,60,2.5e-06,4.0,819353544.1405245,57199490.03374809,1.118
1374,2.1666666666666667e-05,60,10,60,2.5e-06,4.25,828506742.737327,60083249.77849038,1.118
1375,2.1666666666666667e-05,60,10,60,2.5e-06,4.5,836273461.6801968,63406098.714304864,1.118
