,Hydride Length,Material Orientation,Hydride Volume Fraction,Hydride Orientation,Hydride Spacing,Strain,Gumbel Mu,Gumbel Beta,Known Crack Strain
3099,3e-05,60,10,60,5.000000000000001e-06,1.5,689320061.3317502,8152538.251332187,1.38675
3100,3e-05,60,10,60,5.000000000000001e-06,1.75,730846559.8628372,9599552.050850762,1.38675
3101,3e-05,60,10,60,5.000000000000001e-06,2.0,744784522.384983,11753677.272154469,1.38675
3102,3e-05,60,10,60,5.000000000000001e-06,2.25,760578762.7710887,19374938.171499334,1.38675
3103,3e-05,60,10,60,5.000000000000001e-06,2.5,778591190.0539771,26600401.37872928,1.38675
3104,3e-05,60,10,60,5.000000000000001e-06,2.75,795012137.020223,33403858.738235027,1.38675
3105,3e-05,60,10,60,5.000000000000001e-06,3.0,808954873.5255654,40460627.72257681,1.38675
3106,3e-05,60,10,60,5.000000000000001e-06,3.25,820288397.3057387,46617058.5506533,1.38675
3107,3e-05,60,10,60,5.000000000000001e-06,3.5,829538085.3515832,51482615.998587795,1.38675
3108,3e-05,60,10,60,5.000000000000001e-06,3.75,836937472.6772894,54692183.58222439,1.38675
3109,3e-05,60,10,60,5.000000000000001e-06,4.0,841858588.7426746,57852528.268422425,1.38675
3110,3e-05,60,10,60,5.000000000000001e-06,4.25,847266476.5519435,59615492.95989804,1.38675
3111,3e-05,60,10,60,5.000000000000001e-06,4.5,853257666.2784026,60795565.94498713,1.38675
3112,3e-05,60,10,60,5.000000000000001e-06,4.75,859183831.8152597,61738261.22441801,1.38675
3113,3e-05,60,10,60,5.000000000000001e-06,5.0,863884536.3155645,62827798.883285135,1.38675
3114,3e-05,30,20,90,7.500000000000001e-06,0.25,241906004.6473207,7630644.510697875,1.44775
3115,3e-05,30,20,90,7.500000000000001e-06,0.5,475027308.4715157,11259226.566342287,1.44775
3116,3e-05,30,20,90,7.500000000000001e-06,0.75,561680934.318062,8831036.168930514,1.44775
3117,3e-05,30,20,90,7.500000000000001e-06,1.0,624416683.9789954,7552889.576200271,1.44775
3118,3e-05,30,20,90,7.500000000000001e-06,1.25,655197127.8138599,7482480.439953046,1.44775
3119,3e-05,30,20,90,7.500000000000001e-06,1.5,679968593.0437415,9662018.399204455,1.44775
3120,3e-05,30,20,90,7.500000000000001e-06,1.75,706849407.4140877,10707024.820704669,1.44775
3121,3e-05,30,20,90,7.500000000000001e-06,2.0,729604993.566886,10905021.07369218,1.44775
3122,3e-05,30,20,90,7.500000000000001e-06,2.25,748446511.1516962,10887860.728689417,1.44775
3123,3e-05,30,20,90,7.500000000000001e-06,2.5,763634357.0804892,10755725.118976748,1.44775
3124,3e-05,30,20,90,7.500000000000001e-06,2.75,775399753.0351635,10654809.814614728,1.44775
3125,3e-05,30,20,90,7.500000000000001e-06,3.0,784475086.7103813,10668989.28059822,1.44775
3126,3e-05,30,20,90,7.500000000000001e-06,3.25,791576592.1156176,10727218.891908497,1.44775
3127,3e-05,30,20,90,7.500000000000001e-06,3.5,797266452.1768367,10727933.02570483,1.44775
3128,3e-05,30,20,90,7.500000000000001e-06,3.75,801851218.9540011,10704636.803433418,1.44775
3129,3e-05,30,20,90,7.500000000000001e-06,4.0,805786060.2129436,10540203.127079891,1.44775
3130,3e-05,30,20,90,7.500000000000001e-06,4.25,808911568.2505622,9977257.265098868,1.44775
3131,3e-05,30,20,90,7.500000000000001e-06,4.5,811659950.5840254,9147795.58379053,1.44775
3132,3e-05,30,20,90,7.500000000000001e-06,4.75,813936301.4832698,9058614.312390849,1.44775
3133,3e-05,30,20,90,7.500000000000001e-06,5.0,816659580.5454578,10678594.36485117,1.44775
3134,3e-05,30,10,90,7.500000000000001e-06,0.25,231494909.5044012,4979591.7778093275,1.42075
3135,3e-05,30,10,90,7.500000000000001e-06,0.5,458342779.98094964,8787656.895275421,1.42075
3136,3e-05,30,10,90,7.500000000000001e-06,0.75,544179706.6472005,9013191.55064204,1.42075
3137,3e-05,30,10,90,7.500000000000001e-06,1.0,608797701.5097532,8745504.915173057,1.42075
3138,3e-05,30,10,90,7.500000000000001e-06,1.25,640797382.0819786,8281497.027212618,1.42075
3139,3e-05,30,10,90,7.500000000000001e-06,1.5,661061735.9178023,6790156.7244631285,1.42075
3140,3e-05,30,10,90,7.500000000000001e-06,1.75,687405421.0723094,7151796.358090124,1.42075
3141,3e-05,30,10,90,7.500000000000001e-06,2.0,709920909.647841,7491603.955965803,1.42075
3142,3e-05,30,10,90,7.500000000000001e-06,2.25,728679840.2987127,7548696.210626404,1.42075
3143,3e-05,30,10,90,7.500000000000001e-06,2.5,743787767.320648,7397248.075163173,1.42075
3144,3e-05,30,10,90,7.500000000000001e-06,2.75,754958121.3323257,7138194.540591524,1.42075
3145,3e-05,30,10,90,7.500000000000001e-06,3.0,763191774.519154,6926708.118295907,1.42075
3146,3e-05,30,10,90,7.500000000000001e-06,3.25,769533867.2619538,6861016.676239723,1.42075
3147,3e-05,30,10,90,7.500000000000001e-06,3.5,774612700.0802399,6854089.786170892,1.42075
3148,3e-05,30,10,90,7.500000000000001e-06,3.75,778952820.6602052,6873636.221422638,1.42075
3149,3e-05,30,10,90,7.500000000000001e-06,4.0,782810243.6873139,6845655.880118571,1.42075
3150,3e-05,30,10,90,7.500000000000001e-06,4.25,786416111.5930771,6731858.147041084,1.42075
3151,3e-05,30,10,90,7.500000000000001e-06,4.5,789649871.2385333,6503307.101136634,1.42075
3152,3e-05,30,10,90,7.500000000000001e-06,4.75,792611240.5036533,6336633.110809116,1.42075
3153,3e-05,30,10,90,7.500000000000001e-06,5.0,795433506.7083302,6433901.151157098,1.42075
3154,3e-05,30,10,90,2.5e-06,0.25,243273400.04609996,4429958.997443289,0.86475
3155,3e-05,30,10,90,2.5e-06,0.5,472932990.9982603,7118957.080629334,0.86475
3156,3e-05,30,10,90,2.5e-06,0.75,550528516.6852894,6848929.244444872,0.86475
3157,3e-05,30,10,90,2.5e-06,1.0,612730856.4465461,6240798.614506427,0.86475
3158,3e-05,30,10,90,2.5e-06,1.25,642816177.1199512,5781198.5414663935,0.86475
3159,3e-05,30,10,90,2.5e-06,1.5,663420870.592902,6301421.661043317,0.86475
3160,3e-05,30,10,90,2.5e-06,1.75,689487487.6781045,6539723.58220234,0.86475
3161,3e-05,30,10,90,2.5e-06,2.0,711245383.5571235,6515536.889280133,0.86475
3162,3e-05,30,10,90,2.5e-06,2.25,729307757.2021804,6283993.365092909,0.86475
3163,3e-05,30,10,90,2.5e-06,2.5,743329873.2121482,5964239.207138864,0.86475
3164,3e-05,30,10,90,2.5e-06,2.75,753473885.0689967,5628015.504823744,0.86475
3165,3e-05,30,10,90,2.5e-06,3.0,761154898.8514597,5340764.248517167,0.86475
3166,3e-05,30,10,90,2.5e-06,3.25,767086131.1037489,5275438.29715045,0.86475
3167,3e-05,30,10,90,2.5e-06,3.5,772010504.1889188,5313345.639285758,0.86475
3168,3e-05,30,10,90,2.5e-06,3.75,776399682.9937415,5356564.109736044,0.86475
3169,3e-05,30,10,90,2.5e-06,4.0,780577979.1906247,5316774.83857979,0.86475
3170,3e-05,30,10,90,2.5e-06,4.25,784448149.3455155,5336752.690253267,0.86475
3171,3e-05,30,10,90,2.5e-06,4.5,788032401.834403,5398318.866887917,0.86475
3172,3e-05,30,10,90,2.5e-06,4.75,791536274.5761089,5481898.90792959,0.86475
3173,3e-05,30,10,90,2.5e-06,5.0,795565624.8902011,5783981.18551124,0.86475
3174,1.3333333333333337e-05,30,10,90,2.5e-06,0.25,224923664.1808685,4358620.300802889,1.469
3175,1.3333333333333337e-05,30,10,90,2.5e-06,0.5,448170845.53840256,8372696.314280207,1.469
3176,1.3333333333333337e-05,30,10,90,2.5e-06,0.75,544177244.7017068,6676261.0172596555,1.469
3177,1.3333333333333337e-05,30,10,90,2.5e-06,1.0,606291880.1762496,6481430.863503344,1.469
3178,1.3333333333333337e-05,30,10,90,2.5e-06,1.25,639463960.3028121,6742776.776410464,1.469
3179,1.3333333333333337e-05,30,10,90,2.5e-06,1.5,658900773.6153861,6273827.272878315,1.469
3180,1.3333333333333337e-05,30,10,90,2.5e-06,1.75,685658279.6348844,6504768.080583923,1.469
3181,1.3333333333333337e-05,30,10,90,2.5e-06,2.0,709583857.9616652,6596433.612906172,1.469
3182,1.3333333333333337e-05,30,10,90,2.5e-06,2.25,729630463.5685304,6552889.078609513,1.469
3183,1.3333333333333337e-05,30,10,90,2.5e-06,2.5,746170651.0912485,6333006.666155664,1.469
3184,1.3333333333333337e-05,30,10,90,2.5e-06,2.75,758632540.3007867,6046988.515266938,1.469
3185,1.3333333333333337e-05,30,10,90,2.5e-06,3.0,767825798.4899526,5826275.877675911,1.469
3186,1.3333333333333337e-05,30,10,90,2.5e-06,3.25,774712368.8436368,5772298.254110604,1.469
3187,1.3333333333333337e-05,30,10,90,2.5e-06,3.5,780158195.1486511,5801800.662854984,1.469
3188,1.3333333333333337e-05,30,10,90,2.5e-06,3.75,784594700.5148773,5963661.775144866,1.469
3189,1.3333333333333337e-05,30,10,90,2.5e-06,4.0,788400563.0018649,6089845.216876504,1.469
3190,1.3333333333333337e-05,30,10,90,2.5e-06,4.25,791716094.9356966,6223909.296224056,1.469
3191,1.3333333333333337e-05,30,10,90,2.5e-06,4.5,794884920.4602388,6265902.311057428,1.469
3192,1.3333333333333337e-05,30,10,90,2.5e-06,4.75,798045670.4300891,6315393.173743895,1.469
3193,1.3333333333333337e-05,30,10,90,2.5e-06,5.0,801800639.125346,6962835.918782002,1.469
3194,1.3333333333333337e-05,30,10,30,2.5e-06,0.25,95609012.36093494,4444565.888258856,1.624
3195,1.3333333333333337e-05,30,10,30,2.5e-06,0.5,191001464.67182016,8824548.247580806,1.624
3196,1.3333333333333337e-05,30,10,30,2.5e-06,0.75,286053927.72564554,13121931.190531537,1.624
3197,1.3333333333333337e-05,30,10,30,2.5e-06,1.0,380425337.7829373,17035278.423379377,1.624
3198,1.3333333333333337e-05,30,10,30,2.5e-06,1.25,442536243.73742396,14515935.451696927,1.624
3199,1.3333333333333337e-05,30,10,30,2.5e-06,1.5,465049910.53825676,10349745.077992903,1.624
3200,1.3333333333333337e-05,30,10,30,2.5e-06,1.75,487004945.6697818,8937843.328479677,1.624
3201,1.3333333333333337e-05,30,10,30,2.5e-06,2.0,508761730.0187337,8652235.387131996,1.624
3202,1.3333333333333337e-05,30,10,30,2.5e-06,2.25,530083871.7007254,8686892.814001251,1.624
3203,1.3333333333333337e-05,30,10,30,2.5e-06,2.5,550838099.9605279,8868595.073885715,1.624
3204,1.3333333333333337e-05,30,10,30,2.5e-06,2.75,571279599.3675003,9146212.436194748,1.624
3205,1.3333333333333337e-05,30,10,30,2.5e-06,3.0,591406744.3438859,9444262.944466388,1.624
3206,1.3333333333333337e-05,30,10,30,2.5e-06,3.25,611372272.2852602,9703697.7458819,1.624
3207,1.3333333333333337e-05,30,10,30,2.5e-06,3.5,631154052.3564751,9913882.117699519,1.624
3208,1.3333333333333337e-05,30,10,30,2.5e-06,3.75,650386945.2185067,10047916.453514794,1.624
3209,1.3333333333333337e-05,30,10,30,2.5e-06,4.0,668781560.3522682,9943160.383758254,1.624
3210,1.3333333333333337e-05,30,10,30,2.5e-06,4.25,685898448.4937564,9590616.879829537,1.624
3211,1.3333333333333337e-05,30,10,30,2.5e-06,4.5,700927031.9593387,9150613.558251694,1.624
3212,1.3333333333333337e-05,30,10,30,2.5e-06,4.75,713417896.9949104,8694733.332674053,1.624
3213,1.3333333333333337e-05,30,10,30,2.5e-06,5.0,724132445.396585,8227175.331852257,1.624
3214,1.3333333333333337e-05,90,10,30,2.5e-06,0.25,116721961.10358718,2394533.9919438455,3.92
3215,1.3333333333333337e-05,90,10,30,2.5e-06,0.5,233251369.30468932,4786901.878583837,3.92
3216,1.3333333333333337e-05,90,10,30,2.5e-06,0.75,349474481.94685084,7172083.162245454,3.92
3217,1.3333333333333337e-05,90,10,30,2.5e-06,1.0,464908567.4784535,9378754.622774102,3.92
3218,1.3333333333333337e-05,90,10,30,2.5e-06,1.25,572557839.5239658,9268744.433883334,3.92
3219,1.3333333333333337e-05,90,10,30,2.5e-06,1.5,625690804.4048524,3845702.0336439637,3.92
3220,1.3333333333333337e-05,90,10,30,2.5e-06,1.75,632088122.5043244,3648400.242894154,3.92
3221,1.3333333333333337e-05,90,10,30,2.5e-06,2.0,638341607.6911681,5090786.884880301,3.92
3222,1.3333333333333337e-05,90,10,30,2.5e-06,2.25,643840998.1081922,6116092.901913415,3.92
3223,1.3333333333333337e-05,90,10,30,2.5e-06,2.5,648878770.9423335,7215361.83520814,3.92
3224,1.3333333333333337e-05,90,10,30,2.5e-06,2.75,654539471.2105374,9022012.292586375,3.92
3225,1.3333333333333337e-05,90,10,30,2.5e-06,3.0,659788640.6447117,11534478.76415746,3.92
3226,1.3333333333333337e-05,90,10,30,2.5e-06,3.25,665980697.0783432,14510178.954250842,3.92
3227,1.3333333333333337e-05,90,10,30,2.5e-06,3.5,671356997.0880013,16309148.08850167,3.92
3228,1.3333333333333337e-05,90,10,30,2.5e-06,3.75,676692311.9758807,17640152.91342105,3.92
3229,1.3333333333333337e-05,90,10,30,2.5e-06,4.0,682820510.9792492,19043221.32402187,3.92
3230,1.3333333333333337e-05,90,10,30,2.5e-06,4.25,686669155.5153085,20678217.333569646,3.92
3231,1.3333333333333337e-05,90,10,30,2.5e-06,4.5,688928230.7356899,22481282.294149682,3.92
3232,1.3333333333333337e-05,90,10,30,2.5e-06,4.75,690778772.3809745,23711994.92489261,3.92
3233,1.3333333333333337e-05,90,10,30,2.5e-06,5.0,695190555.243689,24776468.73923335,3.92
3234,2.1666666666666667e-05,30,20,30,2.5e-06,0.25,107449060.94460315,4863632.914688399,1.353
3235,2.1666666666666667e-05,30,20,30,2.5e-06,0.5,214637724.09215152,9663417.746221097,1.353
3236,2.1666666666666667e-05,30,20,30,2.5e-06,0.75,321446338.8138405,14386041.518167766,1.353
3237,2.1666666666666667e-05,30,20,30,2.5e-06,1.0,423924350.38563395,17705195.171381563,1.353
3238,2.1666666666666667e-05,30,20,30,2.5e-06,1.25,467866696.7103778,13070968.97623102,1.353
3239,2.1666666666666667e-05,30,20,30,2.5e-06,1.5,493646440.7722169,9776995.006325077,1.353
3240,2.1666666666666667e-05,30,20,30,2.5e-06,1.75,518758808.8649565,8863532.696225122,1.353
3241,2.1666666666666667e-05,30,20,30,2.5e-06,2.0,542545477.674337,8607443.810744423,1.353
3242,2.1666666666666667e-05,30,20,30,2.5e-06,2.25,565185781.6973828,8554990.173196957,1.353
3243,2.1666666666666667e-05,30,20,30,2.5e-06,2.5,587044485.9419038,8745820.699280769,1.353
3244,2.1666666666666667e-05,30,20,30,2.5e-06,2.75,608507322.1597066,8994125.465844566,1.353
3245,2.1666666666666667e-05,30,20,30,2.5e-06,3.0,629464606.024199,9225610.906387553,1.353
3246,2.1666666666666667e-05,30,20,30,2.5e-06,3.25,650175593.7606852,9429206.542563029,1.353
3247,2.1666666666666667e-05,30,20,30,2.5e-06,3.5,669922748.602231,9574571.873353144,1.353
3248,2.1666666666666667e-05,30,20,30,2.5e-06,3.75,688005670.2910923,9507112.81660455,1.353
3249,2.1666666666666667e-05,30,20,30,2.5e-06,4.0,703770028.6522009,9192784.703032441,1.353
3250,2.1666666666666667e-05,30,20,30,2.5e-06,4.25,716637365.5769808,8678765.61916697,1.353
3251,2.1666666666666667e-05,30,20,30,2.5e-06,4.5,727357770.2005302,8206477.785556122,1.353
3252,2.1666666666666667e-05,30,20,30,2.5e-06,4.75,736431127.3192767,7840870.965181697,1.353
3253,2.1666666666666667e-05,30,20,30,2.5e-06,5.0,744454113.7221789,7890839.5652311,1.353
3254,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,0.25,136764260.84811515,2291623.7321877014,1.81575
3255,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,0.5,273284678.96142316,4581261.7374294195,1.81575
3256,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,0.75,409406530.795437,6859245.313447144,1.81575
3257,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,1.0,541139558.4745104,8185611.10246387,1.81575
3258,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,1.25,621960987.8783504,6689208.707436698,1.81575
3259,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,1.5,635848249.7204875,4223738.587095567,1.81575
3260,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,1.75,640396291.5541891,4548274.618548548,1.81575
3261,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,2.0,645027659.3151982,6100008.892321293,1.81575
3262,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,2.25,649221362.6349546,7363973.103663871,1.81575
3263,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,2.5,652832877.8932829,8728891.458337171,1.81575
3264,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,2.75,656242200.3746828,10278408.088951785,1.81575
3265,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,3.0,658898464.837748,12168636.722803988,1.81575
3266,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,3.25,661445563.8284712,13662581.693969075,1.81575
3267,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,3.5,664071539.8152709,15003016.516126715,1.81575
3268,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,3.75,668174127.4942715,16579388.991269022,1.81575
3269,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,4.0,673006302.3519146,18236109.288532183,1.81575
3270,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,4.25,678090614.2494121,19976547.78973823,1.81575
3271,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,4.5,682634525.8834516,22081247.59207896,1.81575
3272,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,4.75,686001283.8559123,23639820.835696302,1.81575
3273,2.1666666666666667e-05,90,20,30,7.500000000000001e-06,5.0,688144229.8569504,24285037.03928664,1.81575
3274,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,0.25,118712069.2045646,1968077.735440269,3.9055
3275,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,0.5,237220012.2823485,3938282.293901614,3.9055
3276,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,0.75,355390156.231706,5902628.350057516,3.9055
3277,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,1.0,472564950.00691414,7579099.120800231,3.9055
3278,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,1.25,579339567.9723165,7789762.723210186,3.9055
3279,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,1.5,623206085.4598486,4164873.9623544035,3.9055
3280,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,1.75,630284850.5927331,3130421.3566742064,3.9055
3281,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,2.0,636092486.5141232,4490502.341616227,3.9055
3282,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,2.25,640643899.485934,5740414.105004089,3.9055
3283,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,2.5,644302504.511741,6894392.077298812,3.9055
3284,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,2.75,648016132.1950845,7856532.5452771485,3.9055
3285,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,3.0,651447895.1587162,9403916.962971687,3.9055
3286,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,3.25,655463824.835841,12155119.793220758,3.9055
3287,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,3.5,660895716.2332996,15721618.288905893,3.9055
3288,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,3.75,665847279.6134846,19281799.06607032,3.9055
3289,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,4.0,669880360.5549049,21856127.37171561,3.9055
3290,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,4.25,672948427.8181925,24373049.34425129,3.9055
3291,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,4.5,676332434.8794205,27519489.65358758,3.9055
3292,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,4.75,678924048.0630927,29747083.726776477,3.9055
3293,2.1666666666666667e-05,90,10,30,7.500000000000001e-06,5.0,678909608.9654709,30937892.138912857,3.9055
3294,5e-06,90,10,30,7.500000000000001e-06,0.25,131112113.67236689,3714209.710294937,3.88625
3295,5e-06,90,10,30,7.500000000000001e-06,0.5,262029302.50579903,7427287.755548689,3.88625
3296,5e-06,90,10,30,7.500000000000001e-06,0.75,392567477.61068237,11133943.305723686,3.88625
3297,5e-06,90,10,30,7.500000000000001e-06,1.0,521631949.71867263,14845570.74340047,3.88625
3298,5e-06,90,10,30,7.500000000000001e-06,1.25,614504100.0796585,12405730.93851044,3.88625
3299,5e-06,90,10,30,7.500000000000001e-06,1.5,637766194.2969241,6077985.101793616,3.88625
3300,5e-06,90,10,30,7.500000000000001e-06,1.75,643315485.3050356,5413119.059065577,3.88625
3301,5e-06,90,10,30,7.500000000000001e-06,2.0,648612914.5963966,6737217.013212138,3.88625
3302,5e-06,90,10,30,7.500000000000001e-06,2.25,655151171.6975133,8271736.82463642,3.88625
3303,5e-06,90,10,30,7.500000000000001e-06,2.5,663002040.6610746,9903576.212926887,3.88625
3304,5e-06,90,10,30,7.500000000000001e-06,2.75,671047666.6303029,12322387.464248799,3.88625
3305,5e-06,90,10,30,7.500000000000001e-06,3.0,679308161.9397001,15328649.313752081,3.88625
3306,5e-06,90,10,30,7.500000000000001e-06,3.25,687374418.677052,18024471.810868926,3.88625
3307,5e-06,90,10,30,7.500000000000001e-06,3.5,695213604.5437036,21321902.0145303,3.88625
3308,5e-06,90,10,30,7.500000000000001e-06,3.75,700813255.5807862,23847879.197817627,3.88625
3309,5e-06,90,10,30,7.500000000000001e-06,4.0,706346585.3813708,25714253.887830064,3.88625
3310,5e-06,90,10,30,7.500000000000001e-06,4.25,711670282.9876728,27525176.014435053,3.88625
3311,5e-06,90,10,30,7.500000000000001e-06,4.5,715470707.6261208,28906105.577514656,3.88625
3312,5e-06,90,10,30,7.500000000000001e-06,4.75,717181327.9003434,31216910.78542175,3.88625
3313,5e-06,90,10,30,7.500000000000001e-06,5.0,717640969.6139052,32924057.161903344,3.88625
3314,5e-06,90,10,90,7.500000000000001e-06,0.25,142406538.5180654,3423697.9863550565,3.44475
3315,5e-06,90,10,90,7.500000000000001e-06,0.5,284561364.6532748,6841198.18099796,3.44475
3316,5e-06,90,10,90,7.500000000000001e-06,0.75,423404624.35374254,11182042.662984068,3.44475
3317,5e-06,90,10,90,7.500000000000001e-06,1.0,535118847.27431667,16985904.84212051,3.44475
3318,5e-06,90,10,90,7.500000000000001e-06,1.25,609002355.0198734,16678623.623265442,3.44475
3319,5e-06,90,10,90,7.500000000000001e-06,1.5,640226694.4902462,10316729.114542272,3.44475
3320,5e-06,90,10,90,7.500000000000001e-06,1.75,652429324.559026,5910210.409906981,3.44475
3321,5e-06,90,10,90,7.500000000000001e-06,2.0,663738672.9304461,8848643.317753479,3.44475
3322,5e-06,90,10,90,7.500000000000001e-06,2.25,675352807.1013331,12871208.12408166,3.44475
3323,5e-06,90,10,90,7.500000000000001e-06,2.5,686213609.5167992,16198834.609790832,3.44475
3324,5e-06,90,10,90,7.500000000000001e-06,2.75,694408373.5556266,18779155.94184552,3.44475
3325,5e-06,90,10,90,7.500000000000001e-06,3.0,703133345.143107,20423638.341775924,3.44475
3326,5e-06,90,10,90,7.500000000000001e-06,3.25,711975307.3061938,22124031.85582611,3.44475
3327,5e-06,90,10,90,7.500000000000001e-06,3.5,719883923.9436442,23737637.10549157,3.44475
3328,5e-06,90,10,90,7.500000000000001e-06,3.75,727260076.3874682,25453383.622460887,3.44475
3329,5e-06,90,10,90,7.500000000000001e-06,4.0,733737828.370326,26716430.295131475,3.44475
3330,5e-06,90,10,90,7.500000000000001e-06,4.25,739184187.5886731,27822324.25749935,3.44475
3331,5e-06,90,10,90,7.500000000000001e-06,4.5,745037877.9334562,29190510.486910842,3.44475
3332,5e-06,90,10,90,7.500000000000001e-06,4.75,751389096.5198177,30604592.427807335,3.44475
3333,5e-06,90,10,90,7.500000000000001e-06,5.0,755193306.3784039,31393023.144037895,3.44475
3334,5e-06,0,15,90,1e-05,0.25,142323105.43608248,2986218.28436997,0.811
3335,5e-06,0,15,90,1e-05,0.5,284415551.1878856,5967244.356105833,0.811
3336,5e-06,0,15,90,1e-05,0.75,426048845.1314139,8964478.57299013,0.811
3337,5e-06,0,15,90,1e-05,1.0,558835904.1238334,10679903.455666348,0.811
3338,5e-06,0,15,90,1e-05,1.25,614678595.7448915,11695599.255474618,0.811
3339,5e-06,0,15,90,1e-05,1.5,652253337.3467145,14730590.939576816,0.811
3340,5e-06,0,15,90,1e-05,1.75,690470960.1131438,17378822.547917172,0.811
3341,5e-06,0,15,90,1e-05,2.0,726930901.2012262,19932294.853579983,0.811
3342,5e-06,0,15,90,1e-05,2.25,761285338.5109761,22103717.424253725,0.811
3343,5e-06,0,15,90,1e-05,2.5,794068421.6131778,23926686.724497322,0.811
3344,5e-06,0,15,90,1e-05,2.75,825525359.0879042,25455481.02991673,0.811
3345,5e-06,0,15,90,1e-05,3.0,855567900.0436541,26852092.818372134,0.811
3346,5e-06,0,15,90,1e-05,3.25,884376895.6736919,28143399.14890127,0.811
3347,5e-06,0,15,90,1e-05,3.5,911578287.05517,29309682.181315303,0.811
3348,5e-06,0,15,90,1e-05,3.75,936808738.2068894,30300097.03266865,0.811
3349,5e-06,0,15,90,1e-05,4.0,960022833.6193005,30909953.941282906,0.811
3350,5e-06,0,15,90,1e-05,4.25,980908624.4190531,31225017.727151245,0.811
3351,5e-06,0,15,90,1e-05,4.5,999570263.8788944,31472185.26506558,0.811
3352,5e-06,0,15,90,1e-05,4.75,1016378915.2727072,31727929.239666738,0.811
3353,5e-06,0,15,90,1e-05,5.0,1032127314.9538727,31940316.033756867,0.811
3354,5e-06,0,15,90,5.000000000000001e-06,0.25,159577621.07328105,2980954.6671269094,3.20525
3355,5e-06,0,15,90,5.000000000000001e-06,0.5,318853780.20200115,5948338.267756777,3.20525
3356,5e-06,0,15,90,5.000000000000001e-06,0.75,477537568.52457166,8903404.053955756,3.20525
3357,5e-06,0,15,90,5.000000000000001e-06,1.0,587253595.8975186,9391828.554630805,3.20525
3358,5e-06,0,15,90,5.000000000000001e-06,1.25,638462807.3357248,11107189.67614232,3.20525
3359,5e-06,0,15,90,5.000000000000001e-06,1.5,682191183.5280954,13695203.26695618,3.20525
3360,5e-06,0,15,90,5.000000000000001e-06,1.75,722882573.643666,15724400.674960805,3.20525
3361,5e-06,0,15,90,5.000000000000001e-06,2.0,760701876.0986347,17339697.61292796,3.20525
3362,5e-06,0,15,90,5.000000000000001e-06,2.25,796711315.4952862,18687874.49461791,3.20525
3363,5e-06,0,15,90,5.000000000000001e-06,2.5,830535907.7517462,19918779.892675236,3.20525
3364,5e-06,0,15,90,5.000000000000001e-06,2.75,862348177.4257916,21026724.405990906,3.20525
3365,5e-06,0,15,90,5.000000000000001e-06,3.0,892018461.2074041,21988067.79611434,3.20525
3366,5e-06,0,15,90,5.000000000000001e-06,3.25,919332967.536113,22707089.89118267,3.20525
3367,5e-06,0,15,90,5.000000000000001e-06,3.5,943994050.793622,23322814.040240202,3.20525
3368,5e-06,0,15,90,5.000000000000001e-06,3.75,966429153.977242,23857326.865490206,3.20525
3369,5e-06,0,15,90,5.000000000000001e-06,4.0,987127764.018111,24431833.40126848,3.20525
3370,5e-06,0,15,90,5.000000000000001e-06,4.25,1006426349.5568752,25068237.63372822,3.20525
3371,5e-06,0,15,90,5.000000000000001e-06,4.5,1024297639.3645802,25868918.659920055,3.20525
3372,5e-06,0,15,90,5.000000000000001e-06,4.75,1041010035.7718508,26750672.039485656,3.20525
